Date,Avg,Avg(A),Avg(B),Avg(C)
2024/9/3 08:40,24.704,29.07,23.484,21.903
2024/9/3 08:41,24.93,29.283,23.885,22.023
2024/9/3 08:42,24.979,29.112,23.915,22.237
2024/9/3 08:43,24.884,29.227,23.839,21.953
2024/9/3 08:44,24.903,29.091,23.961,22.028
2024/9/3 08:45,24.885,29.158,23.691,22.141
2024/9/3 08:46,24.738,29.267,23.578,21.766
2024/9/3 08:47,25.012,29.267,23.797,22.341
2024/9/3 08:48,24.7,29.115,23.712,21.634
2024/9/3 08:49,24.969,29.171,24.03,22.064
2024/9/3 08:50,24.888,28.881,23.698,22.406
2024/9/3 08:51,24.743,29.086,23.643,21.867
2024/9/3 08:52,24.867,29.155,23.818,21.997
2024/9/3 08:53,24.906,29.166,23.996,21.881
2024/9/3 08:54,24.7,29.027,23.578,21.86
2024/9/3 08:55,24.915,29.264,23.615,22.22
2024/9/3 08:56,24.745,28.966,23.966,21.631
2024/9/3 08:57,24.654,29.139,23.341,21.867
2024/9/3 08:58,24.718,29.096,23.583,21.809
2024/9/3 08:59,24.846,29.134,24.118,21.65
2024/9/3 09:00,24.832,29.211,23.712,21.937
2024/9/3 09:01,24.81,29.096,23.804,21.869
2024/9/3 09:02,24.733,29.27,23.67,21.655
2024/9/3 09:03,24.834,29.142,23.479,22.261
2024/9/3 09:04,24.791,29.339,23.744,21.658
2024/9/3 09:05,24.829,28.979,23.885,21.965
2024/9/3 09:06,24.832,29.454,23.447,21.987
2024/9/3 09:07,24.896,29.04,24.023,21.929
2024/9/3 09:08,24.87,29.288,23.797,21.903
2024/9/3 09:09,24.876,29.192,23.442,22.336
2024/9/3 09:10,24.837,29.198,24.042,21.641
2024/9/3 09:11,25.007,29.259,23.797,22.326
2024/9/3 09:12,24.598,29.112,23.313,21.718
2024/9/3 09:13,24.988,29.232,23.864,22.254
2024/9/3 09:14,24.994,29.28,23.929,22.105
2024/9/3 09:15,25.009,29.227,23.97,22.177
2024/9/3 09:16,24.906,29.352,23.834,21.915
2024/9/3 09:17,25.078,29.032,24.231,22.338
2024/9/3 09:18,24.922,29.28,23.79,22.042
2024/9/3 09:19,25.116,29.294,24.256,22.151
2024/9/3 09:20,24.816,29.224,23.85,21.742
2024/9/3 09:21,25.141,29.235,24.12,22.401
2024/9/3 09:22,24.966,29.043,24.198,22.006
2024/9/3 09:23,24.967,28.902,23.795,22.572
2024/9/3 09:24,25.061,29.243,23.913,22.401
2024/9/3 09:25,25.039,29.07,24.016,22.377
2024/9/3 09:26,24.807,28.353,24.055,22.242
2024/9/3 09:27,24.705,28.483,23.848,22.086
2024/9/3 09:28,24.678,28.446,23.756,22.112
2024/9/3 09:29,24.858,28.582,23.85,22.42
2024/9/3 09:30,24.968,29.091,23.763,22.398
2024/9/3 09:31,24.583,28.294,23.527,22.206
2024/9/3 09:32,24.451,28.686,23.232,21.785
2024/9/3 09:33,24.459,28.158,23.839,21.658
2024/9/3 09:34,24.452,27.779,23.548,22.259
2024/9/3 09:35,23.012,23.644,23.359,21.787
2024/9/3 09:36,23.042,22.885,23.758,22.259
2024/9/3 09:37,22.728,23.001,23.454,21.492
2024/9/3 09:38,23.965,27.59,23.022,21.561
2024/9/3 09:39,22.808,23.193,23.387,21.549
2024/9/3 09:40,22.286,22.656,22.649,21.304
2024/9/3 09:41,22.166,22.39,22.741,21.116
2024/9/3 09:42,21.812,21.107,22.594,21.511
2024/9/3 09:43,20.388,17.518,22.584,21.287
2024/9/3 09:44,17.321,15.304,17.62,19.358
2024/9/3 09:45,19.05,15.486,21.539,20.979
2024/9/3 09:46,18.129,15.799,18.579,20.315
2024/9/3 09:47,17.348,17.574,15.273,19.464
2024/9/3 09:48,17.301,17.66,17.547,16.375
2024/9/3 09:49,15.729,15.068,17.533,14.532
2024/9/3 09:50,15.874,17.694,14.544,15.381
2024/9/3 09:51,14.266,15.02,12.778,14.92
2024/9/3 09:52,15.215,21.111,12.105,14.177
2024/9/3 09:53,14.839,17.772,12.79,14.233
2024/9/3 09:54,12.795,14.763,11.154,12.624
2024/9/3 09:55,12.467,13.785,10.969,12.557
2024/9/3 09:56,16.051,20.828,14.448,13.636
2024/9/3 09:57,12.949,15.136,11.343,12.56
2024/9/3 09:58,14.594,17.6,12.314,14.18
2024/9/3 09:59,10.855,11.337,9.352,12.061
2024/9/3 10:01,13.505,17.534,10.819,12.992
2024/9/3 10:02,15.222,20.739,13.614,12.56
2024/9/3 10:03,13.406,17.58,11.155,12.288
2024/9/3 10:04,12.38,17.108,10.14,11.189
2024/9/3 10:05,11.201,13.348,9.085,11.565
2024/9/3 10:06,12.728,16.917,10.072,12.354
2024/9/3 10:07,12.722,15.303,9.791,13.789
2024/9/3 10:08,11.969,11.637,10.662,13.705
2024/9/3 10:09,13.43,17.616,11.033,12.517
2024/9/3 10:10,12.196,13.22,9.676,14.261
2024/9/3 10:11,12.208,12.991,10.91,12.636
2024/9/3 10:12,13.259,12.785,12.166,14.771
2024/9/3 10:13,13.889,14.8,12.474,14.336
2024/9/3 10:14,12.662,14.821,10.821,12.544
2024/9/3 10:15,14.382,17.188,12.287,13.977
2024/9/3 10:16,13.13,14.7,11.153,13.748
2024/9/3 10:17,13.834,17.194,12.276,12.453
2024/9/3 10:18,14.515,16.885,12.452,14.487
2024/9/3 10:19,13.243,14.7,11.026,14.274
2024/9/3 10:20,13.298,15.322,11.04,13.803
2024/9/3 10:21,13.617,17.398,12.019,11.931
2024/9/3 10:22,13.368,15.197,12.193,12.699
2024/9/3 10:23,14.162,16.975,11.89,13.92
2024/9/3 10:24,14.388,17.392,12.029,14.083
2024/9/3 10:25,14.463,17.502,12.389,13.812
2024/9/3 10:26,14.323,17.224,11.958,14.106
2024/9/3 10:27,14.529,17.348,12.416,14.108
2024/9/3 10:28,14.437,17.284,12.305,14.014
2024/9/3 10:29,13.802,17.126,12.324,12.36
2024/9/3 10:30,14.215,17.286,12.24,13.479
2024/9/3 10:31,14.75,17.266,14.339,12.859
2024/9/3 10:32,13.861,17.69,10.933,13.731
2024/9/3 10:33,14.019,17.678,12.784,12.057
2024/9/3 10:34,14.604,17.874,12.662,13.518
2024/9/3 10:35,14.485,17.47,12.452,13.889
2024/9/3 10:36,15.266,17.448,14.358,14.024
2024/9/3 10:37,14.86,17.112,13.657,13.853
2024/9/3 10:38,15.149,17.312,14.148,14.004
2024/9/3 10:39,14.7,15.403,14.344,14.093
2024/9/3 10:40,14.775,17.884,14.417,12.423
2024/9/3 10:41,16.001,20.222,14.372,14.064
2024/9/3 10:42,14.604,17.9,13.938,12.347
2024/9/3 10:43,14.14,17.604,12.582,12.665
2024/9/3 10:44,14.539,17.718,14.044,12.214
2024/9/3 10:45,15.052,20.592,13.39,12.392
2024/9/3 10:46,14.888,17.414,13.519,13.93
2024/9/3 10:47,14.49,20.544,12.174,12.336
2024/9/3 10:48,14.191,18.367,12.381,12.424
2024/9/3 10:49,15.43,17.92,14.514,13.885
2024/9/3 10:50,14.733,15.356,14.777,13.831
2024/9/3 10:51,15.406,20.334,14.452,12.577
2024/9/3 10:52,14.519,17.284,14.191,12.35
2024/9/3 10:53,15.519,20.526,14.256,12.902
2024/9/3 10:54,15.358,20.709,14.246,12.343
2024/9/3 10:55,15.093,20.581,12.569,13.327
2024/9/3 10:56,16.123,20.506,14.458,14.078
2024/9/3 10:57,15.608,20.743,14.482,12.795
2024/9/3 10:58,15.605,20.478,14.972,12.456
2024/9/3 10:59,14.601,17.606,14.175,12.298
2024/9/3 11:01,14.885,17.556,15.056,12.37
2024/9/3 11:02,14.625,17.876,14.171,12.205
2024/9/3 11:03,15.474,20.629,14.478,12.507
2024/9/3 11:04,14.757,17.68,14.468,12.426
2024/9/3 11:05,15.786,20.595,14.814,13.067
2024/9/3 11:06,14.706,18.024,14.211,12.257
2024/9/3 11:07,15.022,17.714,15.18,12.464
2024/9/3 11:08,14.222,17.64,12.369,13.034
2024/9/3 11:09,15.564,18.064,14.785,13.866
2024/9/3 11:10,15.256,18.072,14.022,13.725
2024/9/3 11:11,17.511,21.491,17.116,14.534
2024/9/3 11:12,15.46,17.9,14.875,13.625
2024/9/3 11:13,15.588,17.726,14.809,14.211
2024/9/3 11:14,15.375,17.976,14.318,13.859
2024/9/3 11:15,15.378,20.78,14.452,12.18
2024/9/3 11:16,16.569,20.684,17.321,12.877
2024/9/3 11:17,16.466,20.766,15.236,14.156
2024/9/3 11:18,16.569,20.878,17.633,12.486
2024/9/3 11:19,15.382,17.926,16.166,12.513
2024/9/3 11:20,15.464,21.095,14.431,12.217
2024/9/3 11:21,14.87,17.986,14.353,12.599
2024/9/3 11:22,16.26,20.707,17.213,12.143
2024/9/3 11:23,15.723,17.96,17.328,12.432
2024/9/3 11:24,14.053,15.693,14.16,12.242
2024/9/3 11:25,15.292,21.742,14.778,11.385
2024/9/3 11:26,15.022,18.453,14.359,12.611
2024/9/3 11:27,15.837,18.186,17.053,12.744
2024/9/3 11:28,14.831,18.22,14.299,12.372
2024/9/3 11:29,15.768,21.488,14.8,12.38
2024/9/3 11:30,17.458,20.995,17.554,14.369
2024/9/3 11:31,14.758,18.048,14.282,12.258
2024/9/3 11:32,16.709,21.244,17.643,12.508
2024/9/3 11:33,14.954,18.285,14.673,12.283
2024/9/3 11:34,14.975,18.377,14.178,12.737
2024/9/3 11:35,15.635,21.173,14.692,12.348
2024/9/3 11:36,16.495,21.507,17.376,12.021
2024/9/3 11:37,17.611,21.66,20.675,12.387
2024/9/3 11:38,16.743,22.099,16.961,12.579
2024/9/3 11:39,16.974,22.214,17.596,12.517
2024/9/3 11:40,15.821,21.624,14.898,12.326
2024/9/3 11:41,15.748,20.976,15.125,12.375
2024/9/3 11:42,17.021,21.719,18.426,12.311
2024/9/3 11:43,15.812,18.689,16.805,12.503
2024/9/3 11:44,17.163,22.255,18.392,12.364
2024/9/3 11:45,16.556,21.827,14.948,13.756
2024/9/3 11:46,17.052,22.583,17.71,12.451
2024/9/3 11:47,16.802,21.429,18.103,12.262
2024/9/3 11:48,16.569,21.356,17.518,12.219
2024/9/3 11:49,15.153,18.525,14.932,12.391
2024/9/3 11:50,16.497,21.856,15.041,13.488
2024/9/3 11:51,15.889,19.11,16.852,12.273
2024/9/3 11:52,18.298,22.559,20.938,13.243
2024/9/3 11:53,15.777,18.212,17.586,12.08
2024/9/3 11:54,16.253,21.223,16.856,12.013
2024/9/3 11:55,16.833,21.644,17.562,12.572
2024/9/3 11:56,17.799,21.751,18.566,13.759
2024/9/3 11:57,19.144,21.978,21.593,14.77
2024/9/3 11:58,16.682,21.56,17.689,12.203
2024/9/3 11:59,16.584,21.086,17.15,12.756
2024/9/3 12:01,16.98,22.021,18.175,12.259
2024/9/3 12:02,17.321,21.898,18.901,12.633
2024/9/3 12:03,17.078,21.347,16.515,14.025
2024/9/3 12:04,18.139,22.448,18.469,14.257
2024/9/3 12:05,17.244,22.106,18.705,12.448
2024/9/3 12:06,16.866,21.907,17.681,12.429
2024/9/3 12:07,16.889,21.754,15.761,13.96
2024/9/3 12:08,16.772,21.616,17.497,12.551
2024/9/3 12:09,16.355,20.913,17.167,12.269
2024/9/3 12:10,17.779,21.091,21.168,12.815
2024/9/3 12:11,18.034,22.157,18.496,14.173
2024/9/3 12:12,17.735,22.102,17.834,13.989
2024/9/3 12:13,18.665,21.837,20.839,14.228
2024/9/3 12:14,16.624,21.166,17.57,12.481
2024/9/3 12:15,16.865,21.269,18.076,12.559
2024/9/3 12:16,18.257,21.495,20.352,13.805
2024/9/3 12:17,17.028,21.349,18.527,12.517
2024/9/3 12:18,16.991,21.454,18.001,12.822
2024/9/3 12:19,16.617,21.313,17.386,12.471
2024/9/3 12:20,17.182,21.203,16.971,13.935
2024/9/3 12:21,15.56,18.427,16.351,12.38
2024/9/3 12:22,17.316,21.539,17.423,13.636
2024/9/3 12:23,16.812,21.324,17.599,12.79
2024/9/3 12:24,17.215,22.045,18.219,12.801
2024/9/3 12:25,16.395,20.901,17.263,12.288
2024/9/3 12:26,17.146,22.186,17.78,12.85
2024/9/3 12:27,16.606,21.283,17.704,12.194
2024/9/3 12:28,17.916,21.869,20.786,12.904
2024/9/3 12:29,17.435,21.457,17.332,14.1
2024/9/3 12:30,15.637,21.084,14.954,12.215
2024/9/3 12:31,16.908,21.288,17.717,12.975
2024/9/3 12:32,16.482,21.285,14.721,14.225
2024/9/3 12:33,16.676,21.423,17.328,12.598
2024/9/3 12:34,16.681,21.55,17.669,12.18
2024/9/3 12:35,16.782,21.411,17.84,12.448
2024/9/3 12:36,17.282,21.36,17.503,13.597
2024/9/3 12:37,16.694,21.164,17.593,12.569
2024/9/3 12:38,16.461,21.066,17.409,12.158
2024/9/3 12:39,17.608,20.979,20.721,12.786
2024/9/3 12:40,16.826,21.143,17.867,12.714
2024/9/3 12:41,15.385,17.82,16.378,12.338
2024/9/3 12:42,15.962,21.226,15.436,12.493
2024/9/3 12:43,16.94,21.719,17.461,12.918
2024/9/3 12:44,15.882,21.651,14.927,12.432
2024/9/3 12:45,17.015,21.644,17.999,12.709
2024/9/3 12:46,16.704,21.855,17.445,12.268
2024/9/3 12:47,14.581,18.178,15.101,11.34
2024/9/3 12:48,17.406,22.063,18.575,12.98
2024/9/3 12:49,16.591,21.651,16.912,12.552
2024/9/3 12:50,17.543,21.575,20.389,12.455
2024/9/3 12:51,15.021,18.295,14.755,12.392
2024/9/3 12:52,16.558,21.763,17.334,12.069
2024/9/3 12:53,14.988,18.142,14.588,12.598
2024/9/3 12:54,17.011,22.09,17.754,12.625
2024/9/3 12:55,16.739,21.507,17.68,12.387
2024/9/3 12:56,16.76,21.766,17.499,12.439
2024/9/3 12:57,16.751,21.644,17.393,12.572
2024/9/3 12:58,16.617,21.559,17.255,12.387
2024/9/3 12:59,18.081,21.571,21.235,13.153
2024/9/3 13:00,15.873,21.532,15.031,12.406
2024/9/3 13:01,16.985,21.968,18.097,12.389
2024/9/3 13:02,15.217,21.671,15.041,10.989
2024/9/3 13:03,16.794,21.472,17.855,12.433
2024/9/3 13:04,16.853,21.886,17.526,12.566
2024/9/3 13:05,16.645,21.655,17.466,12.207
2024/9/3 13:06,16.616,21.861,16.989,12.402
2024/9/3 13:07,15.554,18.587,16.335,12.234
2024/9/3 13:08,17.754,21.484,21.371,12.352
2024/9/3 13:09,16.954,21.727,18.202,12.352
2024/9/3 13:10,16.847,21.571,17.893,12.423
2024/9/3 13:11,17.102,21.356,18.608,12.678
2024/9/3 13:12,16.773,21.773,17.847,12.146
2024/9/3 13:13,17.806,22.055,18.348,13.713
2024/9/3 13:14,16.802,21.9,17.689,12.298
2024/9/3 13:15,16.974,22.209,17.734,12.439
2024/9/3 13:16,16.72,21.754,17.552,12.286
2024/9/3 13:17,16.931,22.003,18.025,12.258
2024/9/3 13:18,16.714,21.736,17.211,12.559
2024/9/3 13:19,17.058,21.988,18.255,12.36
2024/9/3 13:20,18.069,22.181,18.172,14.509
2024/9/3 13:21,17.779,22.048,18.196,13.806
2024/9/3 13:22,17.434,22.228,18.784,12.726
2024/9/3 13:23,16.709,21.708,17.431,12.348
2024/9/3 13:24,17.935,22.364,18.302,13.928
2024/9/3 13:25,19.044,22.085,21.606,14.381
2024/9/3 13:26,16.844,21.706,17.58,12.582
2024/9/3 13:27,19.05,21.798,21.751,14.543
2024/9/3 13:28,16.828,21.983,17.725,12.237
2024/9/3 13:29,16.798,21.676,17.682,12.397
2024/9/3 13:30,18.162,21.871,20.687,13.314
2024/9/3 13:31,16.889,21.488,17.961,12.577
2024/9/3 13:32,17.211,21.907,18.525,12.594
2024/9/3 13:33,16.851,21.861,17.483,12.562
2024/9/3 13:34,17.829,21.982,21.028,12.423
2024/9/3 13:35,17.786,21.687,21.293,12.355
2024/9/3 13:36,16.745,22.005,17.633,12.049
2024/9/3 13:37,18.118,22.273,18.372,14.338
2024/9/3 13:38,15.793,22.172,14.525,12.229
2024/9/3 13:39,17.53,21.772,17.778,13.737
2024/9/3 13:40,17.036,21.662,18.358,12.5
2024/9/3 13:41,16.821,22.09,17.647,12.247
2024/9/3 13:42,17.791,21.991,20.839,12.493
2024/9/3 13:43,16.786,21.351,18.036,12.291
2024/9/3 13:44,15.957,21.555,15.334,12.357
2024/9/3 13:45,16.881,22.056,17.844,12.232
2024/9/3 13:46,19.209,22.54,21.66,14.495
2024/9/3 13:47,16.625,21.511,17.354,12.352
2024/9/3 13:48,15.941,18.557,17.512,12.299
2024/9/3 13:49,17.886,21.459,18.392,14.378
2024/9/3 13:50,16.788,21.754,17.746,12.277
2024/9/3 13:51,17.272,22.298,18.099,12.887
2024/9/3 13:52,16.689,21.566,17.974,11.971
2024/9/3 13:53,17.148,21.678,18.476,12.635
2024/9/3 13:54,17.873,21.552,21.173,12.704
2024/9/3 13:55,16.703,21.338,17.217,12.798
2024/9/3 13:56,17.563,21.2,21.143,12.268
2024/9/3 13:57,16.994,21.59,20.786,11.45
2024/9/3 13:58,18.89,22.024,20.887,14.626
2024/9/3 13:59,16.945,21.644,18.336,12.266
2024/9/3 14:01,17.775,21.893,21.283,12.144
2024/9/3 14:02,17.832,21.93,17.992,14.242
2024/9/3 14:03,17.767,21.879,17.594,14.452
2024/9/3 14:04,18.019,22.276,18.338,14.151
2024/9/3 14:05,18.66,25.547,21.055,12.549
2024/9/3 14:06,17.131,21.484,16.89,13.66
2024/9/3 14:07,17.654,21.683,17.802,14.093
2024/9/3 14:08,19.799,21.731,20.481,17.243
2024/9/3 14:09,16.664,21.594,18.049,11.806
2024/9/3 14:10,18.998,22.237,20.915,14.72
2024/9/3 14:11,18.86,21.68,21.471,14.34
2024/9/3 14:12,18.999,22.038,21.673,14.295
2024/9/3 14:13,17.795,21.88,20.677,12.609
2024/9/3 14:14,17.725,21.61,18.261,13.947
2024/9/3 14:15,17.127,21.853,18.72,12.298
2024/9/3 14:16,17.756,21.445,18.448,14.01
2024/9/3 14:17,17.258,21.976,18.523,12.695
2024/9/3 14:18,16.931,21.658,18.066,12.446
2024/9/3 14:19,17.347,21.635,17.171,13.874
2024/9/3 14:20,21.101,21.642,20.864,20.561
2024/9/3 14:21,17.094,21.859,18.368,12.451
2024/9/3 14:22,17.786,21.358,21.27,12.567
2024/9/3 14:23,18.058,21.598,21.512,12.924
2024/9/3 14:24,17.645,21.711,21.044,12.146
2024/9/3 14:25,18.732,21.745,21.106,14.252
2024/9/3 14:26,17.818,22.205,18.121,13.84
2024/9/3 14:27,19.061,22.129,21.256,14.696
2024/9/3 14:28,17.459,21.731,17.447,13.857
2024/9/3 14:29,18.639,21.768,21.143,13.968
2024/9/3 14:30,17.075,21.52,18.772,12.371
2024/9/3 14:31,16.924,21.626,18.085,12.49
2024/9/3 14:32,20.022,26.358,21.071,14.707
2024/9/3 14:33,16.904,21.965,17.756,12.419
2024/9/3 14:34,16.847,21.951,17.714,12.362
2024/9/3 14:35,19.691,25.502,21.378,14.252
2024/9/3 14:36,17.67,21.5,18.005,14.126
2024/9/3 14:37,17.987,22.247,18.146,14.278
2024/9/3 14:38,18.693,25.979,21.397,12.188
2024/9/3 14:39,19.043,22.054,21.66,14.446
2024/9/3 14:40,17.15,22.55,17.939,12.48
2024/9/3 14:41,19.042,22.271,21.304,14.474
2024/9/3 14:42,18.735,21.635,20.668,14.714
2024/9/3 14:43,17.65,21.795,18.426,13.43
2024/9/3 14:44,20.237,22.017,21.517,17.307
2024/9/3 14:45,17.801,22.15,21.164,12.161
2024/9/3 14:46,18.909,22.148,21.521,14.093
2024/9/3 14:47,17.721,21.823,17.976,14.07
2024/9/3 14:48,17.02,22.244,17.994,12.321
2024/9/3 14:49,18.915,21.781,21.279,14.615
2024/9/3 14:50,17.987,22.278,21.38,12.355
2024/9/3 14:51,17.824,21.839,21.212,12.389
2024/9/3 14:52,18.615,21.681,20.59,14.448
2024/9/3 14:53,17.027,21.967,18.495,12.157
2024/9/3 14:54,19.188,22.646,21.913,14.097
2024/9/3 14:55,18.546,22.077,21.177,13.489
2024/9/3 14:56,19.927,22.042,21.745,16.155
2024/9/3 14:57,18.808,22.356,21.265,13.893
2024/9/3 14:58,18.657,21.919,20.952,14.044
2024/9/3 14:59,18.009,22.07,18.117,14.487
2024/9/3 15:00,17.261,22.438,17.932,12.86
2024/9/3 15:01,18.208,22.372,18.251,14.624
2024/9/3 15:02,18.035,22.205,18.653,13.911
2024/9/3 15:03,18.834,25.934,18.507,14.068
2024/9/3 15:04,18.741,26.091,17.821,14.341
2024/9/3 15:05,17.872,25.849,18.408,12.407
2024/9/3 15:06,17.954,22.264,18.378,13.971
2024/9/3 15:07,17.926,22.525,18.073,13.95
2024/9/3 15:08,18.295,22.416,18.433,14.728
2024/9/3 15:09,17.86,22.235,21.385,12.037
2024/9/3 15:10,17.821,21.911,21.387,12.204
2024/9/3 15:11,18.94,22.273,21.235,14.269
2024/9/3 15:12,18.116,26.078,18.742,12.574
2024/9/3 15:13,19.26,22.671,21.507,14.585
2024/9/3 15:14,18.637,21.64,20.813,14.354
2024/9/3 15:15,17.981,22.225,21.669,12.141
2024/9/3 15:16,19.052,26.473,18.554,14.307
2024/9/3 15:17,18.324,22.884,21.378,12.752
2024/9/3 15:18,21.466,22.191,21.807,20.121
2024/9/3 15:19,18.802,22.392,21.533,13.604
2024/9/3 15:20,17.596,22.102,17.53,13.829
2024/9/3 15:21,17.695,25.883,18.435,11.861
2024/9/3 15:22,18.111,22.573,21.442,12.384
2024/9/3 15:23,19.17,22.829,21.869,13.939
2024/9/3 15:24,18.177,22.342,21.394,12.746
2024/9/3 15:25,18.432,22.383,21.92,13.003
2024/9/3 15:26,18.217,22.436,21.734,12.542
2024/9/3 15:27,19.288,22.895,21.899,14.202
2024/9/3 15:28,17.363,22.749,18.57,12.357
2024/9/3 15:29,17.241,22.405,18.778,12.123
2024/9/3 15:30,18.939,22.646,21.548,13.719
2024/9/3 15:31,18.046,26.307,18.788,12.198
2024/9/3 15:32,16.976,22.475,18.023,11.961
2024/9/3 15:33,17.984,26.233,18.256,12.564
2024/9/3 15:34,17.213,22.643,18.521,12.089
2024/9/3 15:35,18.238,22.486,18.583,14.393
2024/9/3 15:36,18.313,22.424,19.089,14.142
2024/9/3 15:37,17.368,22.395,18.838,12.407
2024/9/3 15:38,17.689,21.679,18.139,13.888
2024/9/3 15:39,18.763,22.223,21.65,13.516
2024/9/3 15:40,18.466,22.527,18.929,14.637
2024/9/3 15:41,17.983,22.31,18.264,14.093
2024/9/3 15:42,18.945,26.393,21.383,12.458
2024/9/3 15:43,16.783,22.103,17.482,12.241
2024/9/3 15:44,18.635,26.033,21.261,12.108
2024/9/3 15:45,21.765,26.873,22.04,17.435
2024/9/3 15:46,20.106,26.939,21.816,13.93
2024/9/3 15:47,20.652,22.85,21.941,17.376
2024/9/3 15:48,17.803,22.413,20.896,12.155
2024/9/3 15:49,17.125,21.729,19.218,11.933
2024/9/3 15:50,17.582,22.347,18.828,12.968
2024/9/3 15:51,21.589,26.193,21.59,17.892
2024/9/3 15:52,17.888,26.462,17.992,12.409
2024/9/3 15:53,18.212,22.504,21.973,12.343
2024/9/3 15:54,17.628,22.598,18.798,12.971
2024/9/3 15:55,17.463,22.612,18.652,12.656
2024/9/3 15:56,19.18,22.667,21.56,14.328
2024/9/3 15:57,16.956,22.223,17.719,12.421
2024/9/3 15:58,19.952,26.523,21.597,14.003
2024/9/3 15:59,17.991,22.239,21.196,12.525
2024/9/3 16:00,17.965,22.193,18.051,14.346
2024/9/3 16:01,19.097,22.134,22.165,14.078
2024/9/3 16:02,17.748,22.038,17.575,14.325
2024/9/3 16:03,17.822,22.173,17.992,14.006
2024/9/3 16:04,18.801,26.038,21.281,12.458
2024/9/3 16:05,18.812,26.022,18.422,14.107
2024/9/3 16:06,20.549,22.715,21.413,17.648
2024/9/3 16:07,18.022,22.415,18.06,14.332
2024/9/3 16:08,19.186,22.331,21.76,14.469
2024/9/3 16:09,18.003,26.145,18.416,12.513
2024/9/3 16:10,20.52,22.518,21.655,17.513
2024/9/3 16:11,17.751,22.168,18.085,13.726
2024/9/3 16:12,17.597,21.923,17.829,13.744
2024/9/3 16:13,17.788,22.152,18.235,13.707
2024/9/3 16:14,18.979,22.198,21.671,14.119
2024/9/3 16:15,21.722,22.786,21.662,20.438
2024/9/3 16:16,17.08,22.203,18.169,12.35
2024/9/3 16:17,17.959,21.824,21.429,12.539
2024/9/3 16:18,18.654,26.249,21.113,12.112
2024/9/3 16:19,22.995,26.851,21.911,20.528
2024/9/3 16:20,17.842,22.411,21.076,12.106
2024/9/3 16:21,18.153,22.733,18.028,14.435
2024/9/3 16:22,17.358,22.534,18.858,12.286
2024/9/3 16:23,19.024,22.882,21.03,14.19
2024/9/3 16:24,18.762,21.99,22.153,13.294
2024/9/3 16:25,18.982,22.111,21.683,14.188
2024/9/3 16:26,18.392,22.335,18.472,15.004
2024/9/3 16:27,18.588,25.71,18.519,13.615
2024/9/3 16:28,18.142,26.307,18.749,12.508
2024/9/3 16:29,17.233,22.385,18.455,12.348
2024/9/3 16:30,19.023,22.296,21.24,14.499
2024/9/3 16:31,21.769,22.804,22.197,20.041
2024/9/3 16:32,19.305,22.58,21.906,14.509
2024/9/3 16:33,19.483,22.877,22.471,14.231
2024/9/3 16:34,18.907,26.406,21.385,12.431
2024/9/3 16:35,18.044,26.382,18.86,12.077
2024/9/3 16:36,20.008,26.097,21.505,14.49
2024/9/3 16:37,20.061,26.651,21.78,14.023
2024/9/3 16:38,21.593,26.803,22.266,16.825
2024/9/3 16:39,20.032,26.577,22.204,13.698
2024/9/3 16:40,18.323,22.909,22.086,12.219
2024/9/3 16:41,18.241,22.87,21.223,12.645
2024/9/3 16:42,17.989,22.795,20.809,12.379
2024/9/3 16:43,20.611,23.104,22.061,16.886
2024/9/3 16:44,18.357,22.745,21.966,12.483
2024/9/3 16:45,17.849,22.267,20.873,12.36
2024/9/3 16:46,17.25,22.294,18.319,12.621
2024/9/3 16:47,18.36,22.472,18.715,14.62
2024/9/3 16:48,18.099,22.495,18.185,14.324
2024/9/3 16:49,18.964,26.214,18.626,14.115
2024/9/3 16:50,17.818,22.054,18.186,13.866
2024/9/3 16:51,18.905,26.243,18.651,13.93
2024/9/3 16:52,18.841,25.785,18.774,13.999
2024/9/3 16:53,19.256,22.333,21.982,14.499
2024/9/3 16:54,19.209,22.45,21.966,14.271
2024/9/3 16:55,20.702,22.546,22.019,17.679
2024/9/3 16:56,18.703,22.299,21.401,13.47
2024/9/3 16:57,19.253,22.301,21.802,14.586
2024/9/3 16:58,21.662,22.415,21.819,20.481
2024/9/3 16:59,19.167,22.507,22.386,13.801
2024/9/3 17:01,18.317,22.507,22.327,12.333
2024/9/3 17:02,19.237,22.267,21.737,14.675
2024/9/3 17:03,21.651,22.557,21.952,20.181
2024/9/3 17:04,18.851,22.12,21.729,13.784
2024/9/3 17:05,20.41,22.175,21.607,17.544
2024/9/3 17:06,18.857,22.269,21.502,13.848
2024/9/3 17:07,18.169,22.136,19.131,13.951
2024/9/3 17:08,21.674,22.498,21.989,20.249
2024/9/3 17:09,21.574,22.356,21.971,20.109
2024/9/3 17:10,18.251,22.63,21.856,12.414
2024/9/3 17:11,20.741,22.895,22.252,17.275
2024/9/3 17:12,18.363,22.527,21.929,12.685
2024/9/3 17:13,18.454,22.825,22.097,12.618
2024/9/3 17:14,21.978,22.893,22.31,20.407
2024/9/3 17:15,19.319,22.697,22.065,14.242
2024/9/3 17:16,21.895,22.417,22.794,20.22
2024/9/3 17:17,19.067,22.262,22.019,14.005
2024/9/3 17:18,19.021,22.676,21.535,13.93
2024/9/3 17:19,18.425,22.568,19.121,14.335
2024/9/3 17:20,17.02,22.55,17.841,12.239
2024/9/3 17:21,21.824,22.502,22.174,20.556
